proba_class_0,proba_class_1,proba_class_2,proba_class_3,proba_class_4,proba_class_5,proba_class_6,proba_class_7,proba_class_8,proba_class_9,proba_class_10,proba_class_11,target
0.006096,0.398659,0.452911,0.106065,0.034746,0.001524,0.033416,0.221486,0.562552,0.143607,0.037559,0.001381,2
0.001923,0.374359,0.49359,0.090385,0.038462,0.001282,0.043757,0.22112,0.567095,0.131272,0.036173,0.000583,2
0.000875,0.182959,0.536329,0.224686,0.053691,0.001459,0.01825,0.193237,0.588298,0.14949,0.050456,0.000268,2
0.001455,0.172002,0.559371,0.21624,0.05064,0.000291,0.014777,0.172488,0.611768,0.15798,0.041376,0.001612,2
0.001167,0.171579,0.57368,0.209804,0.04377,0.0,0.014741,0.158939,0.635486,0.147146,0.042884,0.000804,2
0.004637,0.401546,0.469552,0.091808,0.03153,0.000927,0.036175,0.24313,0.556646,0.127314,0.035895,0.000841,2
0.004598,0.403433,0.446965,0.112201,0.032189,0.000613,0.032285,0.227108,0.570554,0.130532,0.038686,0.000835,2
0.001457,0.167832,0.550699,0.226107,0.052739,0.001166,0.016363,0.1875,0.588251,0.161212,0.045601,0.001073,2
0.002345,0.279977,0.513339,0.158605,0.044855,0.00088,0.029356,0.209803,0.574737,0.142203,0.042284,0.001616,2
0.00263,0.2218,0.552309,0.176213,0.045003,0.002046,0.02571,0.204339,0.58436,0.139261,0.044456,0.001875,2
0.001758,0.254029,0.52593,0.168473,0.048345,0.001465,0.022354,0.224616,0.555346,0.150283,0.045516,0.001885,2
0.002516,0.419182,0.455975,0.086792,0.03522,0.000314,0.048355,0.250644,0.541059,0.122461,0.037196,0.000286,2
0.002013,0.104151,0.735597,0.117233,0.040755,0.000252,0.003171,0.13253,0.734306,0.101458,0.027901,0.000634,2
0.002487,0.090773,0.724198,0.138025,0.044019,0.000497,0.002817,0.099531,0.737715,0.131142,0.027543,0.001252,2
0.003379,0.122953,0.743177,0.09072,0.038731,0.00104,0.001645,0.118092,0.728618,0.117105,0.032237,0.002303,2
0.001673,0.080325,0.731054,0.141525,0.043988,0.001434,0.0003,0.089982,0.69916,0.175465,0.033893,0.0012,2
0.003774,0.093182,0.735079,0.121963,0.045058,0.000944,0.001482,0.140231,0.689594,0.136674,0.031723,0.000296,2
0.001871,0.109916,0.730122,0.112488,0.043732,0.001871,0.002639,0.216945,0.668719,0.080915,0.03049,0.000293,2
0.002172,0.078446,0.720492,0.153029,0.045619,0.000241,0.001518,0.088369,0.692074,0.184938,0.031886,0.001215,2
0.017101,0.151825,0.655057,0.138895,0.036496,0.000626,0.006029,0.17405,0.676802,0.114286,0.027785,0.001048,2
0.005984,0.12267,0.701496,0.129574,0.039586,0.00069,0.010614,0.300057,0.600402,0.062249,0.026678,0.0,2
0.001962,0.080186,0.722658,0.149828,0.044385,0.000981,0.000924,0.08906,0.714946,0.160555,0.03359,0.000924,2
0.002816,0.126472,0.733487,0.096262,0.040963,0.0,0.002914,0.14406,0.72742,0.095824,0.028164,0.001619,2
0.003479,0.11575,0.715611,0.125029,0.03897,0.00116,0.006674,0.279164,0.622171,0.065293,0.025537,0.001161,2
0.010723,0.131189,0.700662,0.116587,0.040383,0.000456,0.00853,0.283765,0.629514,0.049474,0.02758,0.001137,2
0.004058,0.087569,0.622597,0.217215,0.067706,0.000854,0.002096,0.281709,0.527516,0.15304,0.035639,0.0,2
0.017043,0.165708,0.647639,0.132033,0.03614,0.001437,0.00589,0.248656,0.604097,0.11114,0.029706,0.000512,2
0.015493,0.158438,0.638298,0.149762,0.036563,0.001446,0.005948,0.218516,0.605637,0.141712,0.026894,0.001293,2
0.014145,0.180812,0.634071,0.134276,0.03485,0.001845,0.005345,0.277679,0.574446,0.115042,0.025961,0.001527,2
0.015366,0.178242,0.638804,0.129482,0.037083,0.001024,0.003828,0.269967,0.582802,0.114825,0.026537,0.002041,2
0.011609,0.124585,0.673093,0.153607,0.036277,0.000829,0.004325,0.316968,0.53218,0.117527,0.027728,0.001272,2
0.006524,0.106902,0.670455,0.157618,0.057449,0.001052,0.005426,0.287597,0.55168,0.123256,0.031266,0.000775,2
0.006915,0.11316,0.678751,0.15109,0.049036,0.001048,0.006433,0.296963,0.540659,0.126351,0.028821,0.000772,2
0.007511,0.118298,0.682245,0.148133,0.042771,0.001043,0.004358,0.313766,0.539349,0.112535,0.02948,0.000513,2
0.006864,0.122712,0.672005,0.15703,0.040557,0.000832,0.003317,0.315897,0.533554,0.116867,0.028579,0.001786,2
0.01771,0.162068,0.625824,0.157331,0.035008,0.002059,0.004377,0.233007,0.598095,0.134655,0.028579,0.001287,2
0.015932,0.14939,0.646389,0.150838,0.035382,0.002069,0.00778,0.196836,0.623185,0.14471,0.025674,0.001815,2
0.013215,0.138138,0.682222,0.129052,0.036548,0.000826,0.005337,0.313342,0.551461,0.100127,0.028717,0.001017,2
0.016262,0.164677,0.667353,0.116921,0.034376,0.000412,0.006611,0.302822,0.565472,0.096364,0.027968,0.000763,2
0.014648,0.154116,0.677739,0.116154,0.035692,0.001651,0.004325,0.318748,0.553549,0.095141,0.026711,0.001526,2
0.016805,0.149378,0.654979,0.142116,0.036515,0.000207,0.008854,0.180729,0.659635,0.125521,0.024479,0.000781,2
0.006152,0.099279,0.656555,0.176708,0.060034,0.001273,0.004422,0.287981,0.542664,0.133975,0.030437,0.00052,2
0.013966,0.173958,0.645102,0.131855,0.033682,0.001438,0.004575,0.289273,0.571174,0.109049,0.025165,0.000763,2
0.0148,0.164851,0.630216,0.152107,0.036177,0.00185,0.003594,0.24647,0.593325,0.123748,0.030295,0.002567,2
0.001182,0.175775,0.598227,0.17548,0.048154,0.001182,0.007363,0.129806,0.638669,0.184074,0.040087,0.0,2
0.000929,0.154227,0.641065,0.159182,0.044286,0.00031,0.015126,0.204762,0.656022,0.096359,0.026331,0.001401,2
0.000675,0.084345,0.702429,0.173414,0.037787,0.00135,0.002738,0.107697,0.710678,0.145726,0.031944,0.001217,2
0.005348,0.197564,0.548425,0.20202,0.046049,0.000594,0.005301,0.111886,0.627232,0.216797,0.037946,0.000837,2
0.000887,0.179184,0.599941,0.17534,0.043465,0.001183,0.006269,0.134642,0.651131,0.171436,0.03625,0.000273,2
0.00211,0.141953,0.64557,0.168174,0.040989,0.001206,0.023294,0.189915,0.654426,0.105508,0.02576,0.001096,2
0.000592,0.177376,0.610601,0.165235,0.045899,0.000296,0.007349,0.135275,0.664398,0.160588,0.031845,0.000544,2
0.00157,0.141646,0.657977,0.15044,0.048053,0.000314,0.005392,0.172815,0.681328,0.109251,0.030079,0.001135,2
0.00446,0.206066,0.552186,0.189712,0.046982,0.000595,0.006113,0.107808,0.62434,0.219505,0.041956,0.000278,2
0.000624,0.147802,0.644528,0.163081,0.043966,0.0,0.010431,0.194249,0.659149,0.106569,0.028757,0.000846,2
0.003576,0.191895,0.549166,0.204708,0.05006,0.000596,0.004773,0.117069,0.627176,0.215048,0.035373,0.000561,2
0.000986,0.113412,0.69428,0.151874,0.03879,0.000657,0.002375,0.086969,0.703473,0.169783,0.035916,0.001484,2
0.002119,0.140781,0.662731,0.150772,0.042991,0.000606,0.023698,0.206944,0.642877,0.099752,0.025902,0.000827,2
0.004187,0.180323,0.555622,0.208433,0.050837,0.000598,0.006218,0.109949,0.629734,0.21905,0.0342,0.000848,2
0.002559,0.147153,0.680102,0.127959,0.041267,0.00096,0.002017,0.133429,0.695389,0.137176,0.0317,0.000288,2
0.000887,0.177114,0.593732,0.178297,0.048788,0.001183,0.009009,0.120666,0.637456,0.193557,0.038766,0.000546,2
0.005194,0.159792,0.631531,0.155515,0.046135,0.001833,0.026367,0.219262,0.64474,0.080766,0.028587,0.000278,2
0.000887,0.193081,0.576878,0.17534,0.05204,0.001774,0.006298,0.110898,0.639376,0.203176,0.03724,0.003012,2
0.000893,0.157394,0.636715,0.158881,0.04463,0.001488,0.014375,0.148359,0.649851,0.158123,0.027936,0.001356,2
0.005162,0.156089,0.64379,0.146675,0.047373,0.000911,0.025988,0.218413,0.636716,0.090683,0.027371,0.000829,2
0.002608,0.130747,0.678839,0.144115,0.043039,0.000652,0.001174,0.081033,0.695537,0.1835,0.038755,0.0,2
0.000593,0.169386,0.6283,0.157223,0.043607,0.00089,0.016269,0.142625,0.650759,0.16269,0.026844,0.000813,2
0.000593,0.200178,0.560202,0.186536,0.051305,0.001186,0.006059,0.112366,0.633434,0.210686,0.035527,0.001928,2
0.003267,0.205227,0.555688,0.187704,0.047223,0.000891,0.005798,0.101877,0.639426,0.217283,0.033683,0.001933,2
0.000597,0.141493,0.626866,0.183582,0.047164,0.000299,0.021427,0.165446,0.646596,0.138053,0.026851,0.001627,2
0.002261,0.142765,0.676034,0.138243,0.039729,0.000969,0.002035,0.103779,0.697093,0.161047,0.035756,0.000291,2
0.003673,0.155188,0.64524,0.148454,0.046526,0.000918,0.023385,0.227728,0.639198,0.081292,0.027283,0.001114,2
0.001336,0.097194,0.691717,0.169005,0.040414,0.000334,0.001804,0.09561,0.709561,0.156043,0.036681,0.000301,2
0.000902,0.133835,0.642406,0.175639,0.046617,0.000602,0.020174,0.197383,0.636041,0.120229,0.024809,0.001363,2
0.000298,0.149538,0.626154,0.180518,0.0423,0.001192,0.018975,0.154242,0.658173,0.136351,0.031445,0.000813,2
0.001267,0.150095,0.655161,0.145028,0.047498,0.00095,0.004006,0.146781,0.695279,0.123891,0.029185,0.000858,2
0.001199,0.131295,0.633393,0.18735,0.044964,0.001799,0.022295,0.180261,0.650082,0.11963,0.026101,0.001631,2
0.000592,0.172097,0.618187,0.161434,0.047097,0.000592,0.009791,0.136524,0.662497,0.161273,0.029916,0.0,2
0.002464,0.166615,0.643363,0.142901,0.043733,0.000924,0.017877,0.222626,0.639385,0.091341,0.028492,0.000279,2
0.000754,0.007541,0.086727,0.293741,0.61086,0.000377,0.000739,0.009232,0.091581,0.306869,0.590103,0.001477,0
0.000356,0.029171,0.11206,0.310921,0.546069,0.001423,0.001073,0.025027,0.13157,0.319986,0.520915,0.00143,0
0.0,0.022444,0.104382,0.298539,0.573922,0.000713,0.000712,0.019587,0.10755,0.316239,0.554843,0.001068,0
0.00111,0.012579,0.0936,0.303367,0.587865,0.00148,0.000728,0.007639,0.093125,0.300473,0.597308,0.000728,0
0.001073,0.021452,0.112621,0.336432,0.526993,0.00143,0.001084,0.019877,0.140585,0.338272,0.499458,0.000723,0
0.0,0.011201,0.078022,0.27192,0.636539,0.002317,0.000376,0.011274,0.089816,0.284104,0.612927,0.001503,0
0.001456,0.013105,0.109574,0.312341,0.562796,0.000728,0.001078,0.010417,0.112069,0.315733,0.559626,0.001078,0
0.0,0.022776,0.096797,0.316014,0.563701,0.000712,0.001427,0.017118,0.116976,0.313481,0.550285,0.000713,0
0.000357,0.01965,0.120757,0.309039,0.549839,0.000357,0.001068,0.013177,0.114672,0.320869,0.548433,0.001781,0
0.000748,0.00785,0.085981,0.298692,0.605607,0.001121,0.001098,0.006952,0.098427,0.298573,0.593853,0.001098,0
0.0,0.025853,0.133932,0.329623,0.509874,0.000718,0.001457,0.017844,0.165696,0.348871,0.464676,0.001457,0
0.000357,0.027817,0.115193,0.310271,0.546006,0.000357,0.001437,0.019044,0.130075,0.323392,0.524973,0.001078,0
0.000361,0.013006,0.111994,0.321893,0.551301,0.001445,0.000358,0.01254,0.112863,0.318166,0.55464,0.001433,0
0.002151,0.022947,0.140552,0.328075,0.506275,0.0,0.000363,0.02248,0.162074,0.344815,0.469906,0.000363,0
0.000733,0.01393,0.104839,0.319648,0.559384,0.001466,0.001082,0.010819,0.099171,0.302921,0.584565,0.001442,0
0.001142,0.012177,0.084094,0.265221,0.636606,0.000761,0.001117,0.008563,0.093448,0.294118,0.602383,0.000372,0
0.000359,0.016158,0.114901,0.328905,0.538959,0.000718,0.000714,0.014286,0.112857,0.310714,0.56,0.001429,0
0.000381,0.033931,0.188715,0.308807,0.465879,0.002287,0.002342,0.030445,0.189696,0.314208,0.46331,0.0,0
0.001085,0.004881,0.112256,0.321041,0.559111,0.001627,0.0,0.008074,0.11534,0.303922,0.570358,0.002307,0
0.0,0.009046,0.147897,0.359114,0.481682,0.002261,0.000938,0.005157,0.132208,0.345054,0.514768,0.001875,0
0.001082,0.024522,0.143887,0.334295,0.496213,0.0,0.000733,0.023094,0.162757,0.329912,0.482771,0.000733,0
0.001209,0.008464,0.188231,0.3289,0.472793,0.000403,0.001229,0.013519,0.183122,0.342073,0.45719,0.002868,0
0.000387,0.028627,0.159768,0.335783,0.47234,0.003095,0.00079,0.023687,0.190683,0.324911,0.45756,0.002369,0
0.000373,0.027996,0.204181,0.320269,0.445689,0.001493,0.001907,0.033944,0.220824,0.320366,0.421053,0.001907,0
0.000816,0.0102,0.220318,0.319461,0.44594,0.003264,0.0,0.014602,0.221527,0.330413,0.432624,0.000834,0
0.001508,0.034691,0.194193,0.326169,0.443439,0.0,0.000386,0.042471,0.204633,0.316216,0.436293,0.0,0
0.001178,0.018853,0.17557,0.316968,0.486253,0.001178,0.0,0.021591,0.178729,0.328669,0.470212,0.0008,0
0.0,0.005783,0.111462,0.323344,0.557834,0.001577,0.001664,0.006656,0.108708,0.329451,0.550194,0.003328,0
0.000414,0.012417,0.192053,0.32947,0.463576,0.00207,0.0,0.015691,0.206107,0.345632,0.432146,0.000424,0
0.001935,0.008708,0.145138,0.355588,0.483309,0.005322,0.000507,0.010142,0.121197,0.379817,0.48783,0.000507,0
0.000741,0.023333,0.14963,0.335556,0.488889,0.001852,0.000754,0.03092,0.180618,0.315234,0.471342,0.001131,0
0.000463,0.009713,0.166975,0.363552,0.457909,0.001388,0.000482,0.006744,0.153179,0.353565,0.485549,0.000482,0
0.000992,0.00744,0.12996,0.347222,0.513393,0.000992,0.000521,0.007299,0.126694,0.340459,0.522941,0.002086,0
0.0,0.004599,0.131834,0.342872,0.520184,0.000511,0.001076,0.004306,0.135091,0.321313,0.534446,0.003767,0
0.000855,0.011538,0.183761,0.333761,0.468803,0.001282,0.000882,0.007496,0.170635,0.343034,0.476631,0.001323,0
0.001329,0.012406,0.17191,0.347364,0.463447,0.003545,0.001377,0.00551,0.147842,0.336088,0.507805,0.001377,0
0.000724,0.023542,0.170228,0.327055,0.477363,0.001087,0.000368,0.02465,0.176233,0.343635,0.45401,0.001104,0
0.001677,0.009503,0.126887,0.320291,0.539966,0.001677,0.0,0.009541,0.115086,0.321407,0.553369,0.000596,0
0.000397,0.013116,0.18124,0.316375,0.487281,0.00159,0.001214,0.013355,0.190206,0.320923,0.473493,0.000809,0
0.0,0.010879,0.179721,0.338555,0.468668,0.002176,0.000897,0.009417,0.167713,0.335874,0.484753,0.001345,0
0.000729,0.02479,0.15895,0.34269,0.471017,0.001823,0.000742,0.024119,0.17885,0.33692,0.457514,0.001855,0
0.000843,0.010535,0.176991,0.324062,0.484619,0.00295,0.00129,0.010753,0.16,0.339785,0.486022,0.002151,0
0.001418,0.008507,0.146503,0.364839,0.476843,0.00189,0.00148,0.0074,0.141095,0.341885,0.507647,0.000493,0
0.001468,0.02055,0.165505,0.315229,0.49578,0.001468,0.00075,0.022872,0.170229,0.336708,0.466817,0.002625,0
0.000579,0.010423,0.13839,0.329473,0.519977,0.001158,0.001248,0.005618,0.135456,0.320225,0.536829,0.000624,0
0.001206,0.008439,0.152502,0.349005,0.486438,0.002411,0.0,0.011118,0.163506,0.330935,0.493133,0.001308,0
0.006998,0.072778,0.303709,0.375087,0.241428,0.0,0.004973,0.102122,0.331565,0.344164,0.216844,0.000332,0
0.009574,0.101064,0.372695,0.350355,0.165957,0.000355,0.00897,0.119601,0.376412,0.317608,0.176744,0.000664,0
0.002479,0.066218,0.328612,0.372167,0.229108,0.001416,0.003833,0.085714,0.283624,0.333798,0.291638,0.001394,0
0.010912,0.073214,0.306934,0.383668,0.224921,0.000352,0.005952,0.111111,0.328704,0.349537,0.204696,0.0,0
0.008605,0.117246,0.371101,0.33166,0.171029,0.000359,0.011375,0.124791,0.356306,0.313817,0.193376,0.000335,0
0.006577,0.110705,0.36646,0.322616,0.192912,0.000731,0.00743,0.116515,0.349206,0.326917,0.199257,0.000675,0
0.001131,0.06825,0.346908,0.359729,0.223605,0.000377,0.004148,0.090909,0.370204,0.336675,0.197719,0.000346,0
0.001163,0.049632,0.362156,0.382319,0.204343,0.000388,0.00319,0.079759,0.384615,0.328607,0.203828,0.0,0
0.000394,0.037825,0.36643,0.371158,0.223404,0.000788,0.00108,0.053655,0.388189,0.352899,0.204177,0.0,0
0.01264,0.113759,0.368003,0.331166,0.173348,0.001083,0.01071,0.125837,0.345716,0.313588,0.201807,0.002343,0
0.000382,0.050841,0.373089,0.368119,0.207187,0.000382,0.004549,0.082925,0.39958,0.322253,0.189643,0.00105,0
0.000399,0.046289,0.32921,0.385076,0.238627,0.000399,0.0,0.043462,0.374361,0.360117,0.220964,0.001096,0
0.006329,0.077066,0.350707,0.357409,0.207744,0.000745,0.007184,0.088608,0.357852,0.349641,0.196374,0.000342,0
0.012134,0.103854,0.392577,0.337973,0.153105,0.000357,0.00867,0.122708,0.356452,0.32144,0.190397,0.000333,0
0.004422,0.092852,0.356301,0.337509,0.208917,0.0,0.007155,0.102896,0.340375,0.346508,0.203066,0.0,0
0.0,0.019833,0.219903,0.388657,0.370912,0.000696,0.000927,0.031221,0.257805,0.370015,0.339722,0.000309,0
0.001336,0.019699,0.219699,0.403339,0.353923,0.002003,0.002069,0.029551,0.227837,0.375887,0.364066,0.000591,0
0.000356,0.021368,0.192664,0.394231,0.39067,0.000712,0.001573,0.035231,0.218937,0.377477,0.364895,0.001887,0
0.000678,0.020353,0.211669,0.389417,0.375848,0.002035,0.001208,0.035024,0.219505,0.374698,0.368961,0.000604,0
0.000337,0.023946,0.202361,0.392917,0.378752,0.001686,0.000598,0.033493,0.221292,0.369916,0.374402,0.000299,0
0.000667,0.020667,0.197,0.411667,0.368667,0.001333,0.002054,0.031103,0.225939,0.372653,0.367371,0.00088,0
0.000995,0.025539,0.223549,0.405638,0.342289,0.00199,0.001463,0.040667,0.240492,0.360445,0.356349,0.000585,0
0.001035,0.027251,0.219386,0.385305,0.367023,0.0,0.000613,0.029412,0.250919,0.380821,0.337929,0.000306,0
0.001659,0.031188,0.245853,0.389184,0.331785,0.000332,0.002625,0.049286,0.236804,0.358414,0.352581,0.000292,0
0.002161,0.027728,0.187252,0.390349,0.39215,0.00036,0.001271,0.032094,0.217668,0.370194,0.377502,0.001271,0
0.000671,0.021819,0.19906,0.383014,0.395099,0.000336,0.000297,0.028809,0.194238,0.393228,0.38313,0.000297,0
0.000342,0.024607,0.205058,0.390636,0.378674,0.000684,0.000305,0.025899,0.226082,0.384217,0.362888,0.000609,0
0.001093,0.032787,0.204372,0.371585,0.388707,0.001457,0.002252,0.033773,0.191702,0.374397,0.397877,0.0,0
0.00274,0.058904,0.332192,0.363699,0.241096,0.00137,0.005289,0.078096,0.317673,0.349098,0.248911,0.000933,0
0.0017,0.056103,0.33322,0.357361,0.249915,0.0017,0.00401,0.080506,0.325108,0.33467,0.254781,0.000925,0
0.001324,0.036743,0.252896,0.385965,0.320755,0.002317,0.003485,0.056637,0.276793,0.349985,0.312228,0.000871,0
0.00099,0.052823,0.294817,0.37273,0.27831,0.00033,0.004698,0.067528,0.321491,0.343805,0.261304,0.001174,0
0.001475,0.033186,0.361726,0.368363,0.234882,0.000369,0.001348,0.0364,0.387597,0.367037,0.20728,0.000337,0
0.001436,0.043073,0.357143,0.382268,0.215721,0.000359,0.000986,0.057838,0.395005,0.35557,0.188958,0.001643,0
0.002326,0.037222,0.259887,0.380525,0.319375,0.000665,0.004058,0.054783,0.274203,0.364348,0.302029,0.00058,0
0.002491,0.064413,0.369395,0.359075,0.204626,0.0,0.003567,0.074578,0.405966,0.335603,0.179637,0.000649,0
0.001662,0.037886,0.271851,0.370887,0.317049,0.000665,0.002903,0.058345,0.276923,0.354717,0.305951,0.001161,0
0.000998,0.036249,0.240439,0.398404,0.323578,0.000333,0.004655,0.051207,0.249927,0.356125,0.337504,0.000582,0
0.001322,0.042961,0.256775,0.38698,0.311633,0.00033,0.003793,0.063029,0.283046,0.359498,0.29005,0.000584,0
0.000363,0.033055,0.369415,0.379586,0.216854,0.000726,0.000333,0.053982,0.395868,0.350883,0.197601,0.001333,0
0.004187,0.08374,0.375785,0.339846,0.195394,0.001047,0.00855,0.076314,0.386004,0.322039,0.205193,0.0019,0
0.00152,0.026226,0.356138,0.384265,0.231471,0.00038,0.000348,0.031674,0.361991,0.382875,0.222068,0.001044,0
0.002674,0.041778,0.330214,0.364973,0.259693,0.000668,0.004822,0.075347,0.307715,0.357143,0.254973,0.0,0
0.001321,0.040304,0.242154,0.398084,0.317476,0.000661,0.005522,0.058994,0.28422,0.349317,0.301656,0.000291,0
0.001986,0.046673,0.294935,0.387951,0.267461,0.000993,0.005608,0.066116,0.294274,0.368654,0.264758,0.00059,0
0.002016,0.050403,0.316532,0.382056,0.24832,0.000672,0.002734,0.073815,0.311361,0.347509,0.264277,0.000304,0
0.0,0.032959,0.373783,0.364045,0.229213,0.0,0.002401,0.034648,0.377702,0.380446,0.20446,0.000343,0
0.002983,0.033477,0.260855,0.374544,0.327146,0.000994,0.003767,0.054477,0.266879,0.372066,0.301941,0.000869,0
0.003459,0.06918,0.354203,0.35697,0.214113,0.002075,0.006598,0.077286,0.365379,0.349356,0.200126,0.001257,0
0.000771,0.030081,0.373313,0.38064,0.214423,0.000771,0.00142,0.029819,0.351438,0.395456,0.221512,0.000355,0
0.002672,0.039078,0.330995,0.367401,0.257849,0.002004,0.005384,0.078373,0.325755,0.340712,0.249776,0.0,0
0.001017,0.049136,0.349034,0.359539,0.240258,0.001017,0.007339,0.078287,0.325076,0.339144,0.249541,0.000612,0
0.005977,0.072433,0.381153,0.338256,0.201828,0.000352,0.003856,0.073907,0.405527,0.327121,0.189267,0.000321,0
0.001661,0.046512,0.304651,0.375083,0.270764,0.001329,0.004456,0.068925,0.306595,0.350862,0.268271,0.000891,0
0.002325,0.150163,0.333333,0.285449,0.228266,0.000465,0.001511,0.103275,0.370781,0.318388,0.203526,0.002519,0
0.005084,0.163701,0.320285,0.280122,0.229792,0.001017,0.0,0.113082,0.335366,0.3398,0.211197,0.000554,0
0.005908,0.151157,0.312654,0.295913,0.233383,0.000985,0.001072,0.095927,0.353698,0.329582,0.219721,0.0,0
0.003159,0.157942,0.331679,0.294224,0.212545,0.000451,0.002946,0.090329,0.359843,0.32106,0.22435,0.001473,0
0.003362,0.15562,0.31268,0.290586,0.236792,0.000961,0.002589,0.095805,0.356292,0.349042,0.195753,0.000518,0
0.002572,0.097722,0.365907,0.30676,0.226672,0.000367,0.005282,0.088176,0.376676,0.300284,0.229175,0.000406,0
0.004731,0.153978,0.368172,0.289462,0.183226,0.00043,0.00235,0.093985,0.368421,0.320019,0.214756,0.00047,0
0.005967,0.106704,0.32292,0.326079,0.238329,0.0,0.002717,0.093944,0.317547,0.326475,0.259317,0.0,0
0.007863,0.095425,0.359543,0.30629,0.230522,0.000357,0.011499,0.10904,0.319984,0.323553,0.235527,0.000397,0
0.002219,0.102441,0.35318,0.31324,0.22855,0.00037,0.002463,0.069376,0.369048,0.317734,0.240969,0.000411,0
0.004189,0.140762,0.386678,0.28739,0.180561,0.000419,0.00138,0.087397,0.356946,0.322447,0.231831,0.0,0
0.005278,0.107319,0.325123,0.305771,0.255806,0.000704,0.005066,0.100935,0.326968,0.318784,0.247077,0.001169,0
0.003268,0.098039,0.356572,0.318809,0.222948,0.000363,0.005225,0.096061,0.357315,0.317122,0.223473,0.000804,0
0.005925,0.104915,0.363193,0.304984,0.219589,0.001394,0.002331,0.103341,0.316239,0.320901,0.257187,0.0,0
0.008008,0.119081,0.362813,0.295613,0.21344,0.001045,0.005407,0.122441,0.344535,0.295095,0.232136,0.000386,0
0.001942,0.107961,0.359612,0.310291,0.219806,0.000388,0.002581,0.072258,0.374194,0.341935,0.208172,0.00086,0
0.003435,0.081298,0.352672,0.326718,0.235496,0.000382,0.001274,0.070913,0.370276,0.333333,0.224204,0.0,0
0.010269,0.107649,0.359419,0.295326,0.226629,0.000708,0.010188,0.128918,0.316614,0.308386,0.23511,0.000784,0
0.001639,0.140516,0.378943,0.310938,0.166325,0.001639,0.001356,0.084539,0.386076,0.314195,0.212929,0.000904,0
0.010939,0.128088,0.368737,0.295342,0.196542,0.000353,0.012896,0.126612,0.334896,0.305979,0.219617,0.0,0
0.013291,0.135012,0.372158,0.284715,0.194474,0.00035,0.009339,0.123735,0.333074,0.297276,0.235798,0.000778,0
0.003956,0.135824,0.341538,0.308571,0.208791,0.001319,0.002398,0.086811,0.35012,0.331894,0.228297,0.00048,0
0.006954,0.12274,0.359527,0.306676,0.204103,0.0,0.002314,0.110683,0.322792,0.314308,0.249132,0.000771,0
0.008711,0.134843,0.374564,0.284321,0.196516,0.001045,0.010465,0.115504,0.342636,0.299612,0.231783,0.0,0
0.003549,0.112382,0.369874,0.320584,0.192823,0.000789,0.001751,0.084902,0.357987,0.336543,0.217943,0.000875,0
0.003617,0.121785,0.384244,0.307878,0.181672,0.000804,0.001779,0.082295,0.378559,0.320285,0.216192,0.00089,0
0.010977,0.105602,0.313399,0.322483,0.246404,0.001136,0.00409,0.107566,0.327198,0.310429,0.249898,0.000818,0
0.00299,0.081839,0.362108,0.323617,0.229447,0.0,0.000831,0.070627,0.373909,0.320316,0.233901,0.000415,0
0.01138,0.11202,0.357397,0.299075,0.218706,0.001422,0.00946,0.12771,0.327552,0.307056,0.22704,0.001182,0
0.000755,0.068353,0.36065,0.33497,0.235272,0.0,0.001679,0.073017,0.383131,0.32606,0.215695,0.00042,0
0.00361,0.100361,0.356318,0.322022,0.217329,0.000361,0.007203,0.108043,0.361345,0.309324,0.213285,0.0008,0
0.007454,0.113306,0.305628,0.329109,0.243384,0.001118,0.003669,0.100285,0.352222,0.303302,0.239299,0.001223,0
0.010798,0.111111,0.351097,0.314873,0.212121,0.0,0.006597,0.112534,0.33993,0.300737,0.239426,0.000776,0
0.000667,0.043362,0.344229,0.337558,0.273849,0.000334,0.000708,0.033982,0.31646,0.333451,0.314336,0.001062,0
0.001294,0.044308,0.257115,0.332794,0.363519,0.00097,0.002365,0.038176,0.240878,0.346959,0.37027,0.001351,0
0.000341,0.040928,0.340382,0.342769,0.274898,0.000682,0.000732,0.036603,0.353587,0.325769,0.282943,0.000366,0
0.000663,0.046088,0.346817,0.328912,0.276857,0.000663,0.001055,0.033415,0.313401,0.323954,0.327119,0.001055,0
0.001324,0.035738,0.281932,0.334216,0.345467,0.001324,0.001022,0.031346,0.281772,0.31891,0.365928,0.001022,0
0.00099,0.043249,0.32552,0.357874,0.271707,0.00066,0.001041,0.034698,0.301527,0.33796,0.323387,0.001388,0
0.001673,0.043827,0.282703,0.325861,0.345935,0.0,0.001022,0.035446,0.268234,0.336401,0.356169,0.002727,0
0.000346,0.044621,0.332757,0.328606,0.292978,0.000692,0.000373,0.033607,0.370799,0.311053,0.283047,0.00112,0
0.00036,0.027397,0.319034,0.339221,0.312185,0.001802,0.0,0.033136,0.326233,0.321105,0.318738,0.000789,0
0.00098,0.035598,0.24853,0.343566,0.370673,0.000653,0.001017,0.032214,0.266192,0.329942,0.369617,0.001017,0
0.000686,0.036707,0.341681,0.325901,0.294683,0.000343,0.001478,0.034725,0.367935,0.319173,0.27669,0.0,0
0.001972,0.041078,0.266842,0.33881,0.350641,0.000657,0.001361,0.033673,0.269388,0.342857,0.35102,0.001701,0
0.001331,0.040585,0.274784,0.341983,0.339987,0.001331,0.0,0.033788,0.257679,0.329352,0.37884,0.000341,0
0.001343,0.032572,0.279046,0.329416,0.356615,0.001007,0.000341,0.033788,0.254949,0.329352,0.380546,0.001024,0
